laptop_title,asin,id,Laptop Type,price,brand,RAM,CPU,Hard Drive,Graphics Coprocessor,Operating System,Standing screen display size,Screen Resolution,color,Item Weight,Product Dimensions,ssd_size_gb,hdd_size_gb,Normalized Hard Drive,storage_type_bitmask,price_bucket,screen_size_bucket,RAM Bucket,Normalized OS,GPU Tier,Screen Resolution Bucket,bitmask,storage_config
"MSI GS76 STEALTH 17.3"" 4K DISPLAY GAMING LAPTOP: INTEL CORE I9-11900H, NVIDIA GEFORCE RTX 3080, 64GB, 2TB SSD, WI-FI 6, THUNDERBOLT 4, WIN 10: BLACK 11UH-078",b095bsdm5v,217,Gaming,1200,MSI,64GB,Intel Core I9,2TB SSD,Nvidia Geforce RTX 3080,Windows 10 Home,17.3 inches,1920 x 1080 pixels,Core Black,5.4 pounds,14 x 9 x 0.7 inches,2048,,ssd only,1,1200-1600,>17,>40,Windows 10,High-End GPU,Medium Res,010010011000011110001001011010011,hdd+ssd
"RAZER BLADE STEALTH 13 ULTRABOOK GAMING LAPTOP: INTEL CORE I7-1065G7 4 CORE, NVIDIA GEFORCE GTX 1650 MAX-Q, 13.3"" FHD 1080P 60HZ, 16GB RAM, 512GB SSD, CNC ALUMINUM, CHROMA RGB, THUNDERBOLT 3, BLACK",b07x4blsr8,218,Gaming,1800,Razer,16GB,Intel Core I7,512GB SSD,Nvidia Geforce GTX 1650,Windows 10 Home,13.3 inches,1920 x 1080 pixels,Classic Black,3.1 pounds,8.27 x 11.99 x 0.6 inches,512,,ssd only,1,1600-2000,13-15,16-Aug,Windows 10,Mid-Range GPU,Medium Res,010011011100011010011001000010001,hdd+ssd
"LENOVO IDEAPAD U410 43762BU 14-INCH ULTRABOOK (1.7GHZ INTEL CORE I5-3317U PROCESSOR, 8GB DDR3, 750GB HDD, 32GB SSD, NVIDIA GEFORCE GT 610M 1GB DDR3, WINDOWS 7 HOME PREMIUM) GRAPHITE GRAY",b0082ptal0,219,Everyday Use,800,Lenovo,32GB,Intel Core I5,256GB SSD,No Graphics Card,Windows 7,14.0 inches,1366 x 768 pixels,Gray,4.1 pounds,14 x 9 x 0.7 inches,256,,ssd only,1,800-1000,13-15,24-32,Windows 7,No GPU,Low Res,000111010110010110100011000001000,hdd+ssd
"2021 NEWEST DELL G3 15.6'' FHD GAMING LAPTOP, INTEL I5-10300H, NVIDIA GEFORCE GTX 1650, 32GB DDR4 RAM, 1TB PCIE SOLID STATE DRIVE, HDMI, WEBCAM, WIFI, BACKLIT KEYBOARD, WIN10 HOME",b08d8n7st2,220,Gaming,800,Dell,32GB,Intel Core I5,1TB SSD,Nvidia Geforce GTX 1650,Windows 10 Home,15.6 inches,1920 x 1080 pixels,Black,5.18 pounds,10.0 x 14.4 x 0.85 inches,1024,,ssd only,1,800-1000,15-17,24-32,Windows 10,Mid-Range GPU,Medium Res,010111001001010110011001001010000,hdd+ssd
"ACER NITRO 5 GAMING LAPTOP, 9TH GEN INTEL CORE I7-9750H, NVIDIA GEFORCE RTX 2060, 15.6"" FULL HD IPS 144HZ DISPLAY, 16GB DDR4, 256GB NVME SSD, WI-FI 6, WAVES MAXXAUDIO, BACKLIT KEYBOARD, AN515-54-728C",b08777bh1b,221,Gaming,969,Acer,16GB,Intel Core I7,256GB SSD,Nvidia Geforce RTX 2060,Windows 10 Home,15.6 inches,1920 x 1080 pixels,Black,4.9 pounds,14.31 x 10.04 x 0.96 inches,256,,ssd only,1,800-1000,15-17,16-Aug,Windows 10,Mid-Range GPU,Medium Res,010111000010011010011001001010001,hdd+ssd
ASUS N56VZ-RH71 2.40-3.40GHZ I7-3630QM 16GB BLU-RAY ROM 750GB 7200RPM HDD 2GB NVIDIA GT 650M FULL HD 1080P,b00aaz7hxs,222,Everyday Use,600,ASUS,16GB,Intel Core i5,1TB HDD,No Graphics Card,Windows 8,15.6 inches,1920 x 1080 pixels,Black,11.15 pounds,14.0 x 9.0 x 0.7 inches,,1024,hdd only,2,<800,15-17,16-Aug,Windows 8,No GPU,Medium Res,001000000001100001100100001010001,ssd+hdd
"RAZER BLADE PRO 17 GAMING LAPTOP 2021: INTEL CORE I7-10875H 8-CORE, NVIDIA GEFORCE RTX 3060, 17.3"" FHD 360HZ, 16GB RAM, 512GB SSD - CHROMA RGB - THUNDERBOLT 3 - SD CARD READER",b08sjhrycf,223,Gaming,1800,Razer,16GB,Intel Core I7,256GB SSD + 512GB SSD,Nvidia Geforce RTX 3060,Windows 10 Home,15.6 inches,1920 x 1080 pixels,Orange,3.31 pounds,14.0 x 9.0 x 0.7 inches,768,,ssd only,1,1600-2000,15-17,16-Aug,Windows 10,High-End GPU,Medium Res,010011011100011010001001001010001,hdd+ssd
"ALIENWARE M15-15.6"" FHD GAMING LAPTOP THIN AND LIGHT, I7-8750H PROCESSOR, NVIDIA GEFORCE GRAPHICS CARD, 16GB RAM, 1TB HYBRID HDD + 128GB SSD, 17.9MM THICK & 4.78LBS",b07mhxnhfw,224,Gaming,1800,Alienware,16GB,Intel Core i5,128GB SSD + 1TB SSD,Nvidia Geforce GTX 1060,Windows 10 Home,15.6 inches,1920 x 1080 pixels,Black,4.85 pounds,14.3 x 10.8 x 0.8 inches,1152,,ssd only,1,1600-2000,15-17,16-Aug,Windows 10,Mid-Range GPU,Medium Res,010011000011100010011001001010001,hdd+ssd
"MSI GE76 RAIDER 17.3"" 360HZ FHD DISPLAY, INTEL CORE I9-11980HK, NVIDIA GEFORCE RTX3080, 32GB, 1TB NVME SSD, WIN10,TITANIUM BLUE (11UH-053)",b095c23pmj,225,Gaming,1200,MSI,32GB,Intel Core I9,1TB SSD,Nvidia Geforce RTX 3080,Windows 10 Home,17.3 inches,1920 x 1080 pixels,Blue,6.39 pounds,14 x 9 x 0.7 inches,1024,,ssd only,1,1200-1600,>17,24-32,Windows 10,High-End GPU,Medium Res,010010011000011110001001011010000,hdd+ssd
"HP CHROMEBOOK 14 SNOW WHITE WITH NVIDIA TEGRA K1 PROCESSOR , 2GB RAM, 16GB SDD (RENEWED)",b011jarduy,226,Gaming,600,HP,16GB,NVIDIA Tegra K1,256GB SSD,Nvidia Geforce GTX 1050,Chrome OS,15.6 inches,1920 x 1080 pixels,White,3.31 pounds,14.0 x 9.0 x 0.7 inches,256,,ssd only,1,<800,15-17,16-Aug,Chrome OS,Mid-Range GPU,Medium Res,011000010001101010011000001010001,hdd+ssd
"ROG Zephyrus M Thin and Portable Gaming Laptop, 15.6Â 240Hz FHD IPS, NVIDIA GeForce RTX 2070, Intel Core i7-9750H, 16GB DDR4 RAM, 1TB PCIe SSD, Per-key RGB, Windows 10 Home, GU502GW-AH76",b07vf88tmr,227,Gaming,1630,ASUS,16GB,Intel Core I7,1TB SSD,Nvidia Geforce RTX 2070,Windows 10 Home,15.6 inches,1920 x 1080 pixels,Black,4.6 pounds,14.2 x 9.9 x 0.8 inches,1024,,ssd only,1,1600-2000,15-17,16-Aug,Windows 10,High-End GPU,Medium Res,010011000001011010001001001010001,hdd+ssd
"ASUS X751LX-DB71 17.3-INCH IPS FHD GAMING LAPTOP, I7, 1 TB, 8 GB RAM, NVIDIA GEFORCE GTX 950M GRAPHICS",b00yr6clmi,228,Gaming,1200,ASUS,8GB,Intel Core i5,1TB HDD,Nvidia Geforce GTX 950,Windows 8.1,17.3 inches,1920 x 1080 pixels,Black,6.2 pounds,14 x 9 x 0.7 inches,,1024,hdd only,2,1200-1600,>17,16-Aug,Windows 8,Unknown,Medium Res,010010000001100001101100011010001,ssd+hdd
"ASUS ROG ZEPHYRUS S15 GAMING LAPTOP, 300HZ 15.6"" FHD 3MS IPS LEVEL, INTEL CORE I7-10875H, NVIDIA GEFORCE RTX 2080 SUPER, 32GB DDR4, 1TB RAID 0 SSD, WI-FI 6, PER-KEY RGB, WINDOWS 10 PRO, GX502LXS-XS79",b0876mbltn,229,Gaming,1920,ASUS,32GB,Intel Core I7,1TB SSD,Nvidia Geforce RTX 2080,Windows 10 Pro,15.6 inches,1920 x 1080 pixels,Black,4.18 pounds,14.2 x 9.9 x 0.74 inches,1024,,ssd only,1,1600-2000,15-17,24-32,Windows 10,High-End GPU,Medium Res,010011000001011010001001001010000,hdd+ssd
"Acer Predator 17 Gaming Laptop, 17.3Â Full HD, Core i7, NVIDIA GTX980M, 16GB DDR4, 256GB SSD, 1TB HDD, G9-791-78CE",b0161bjw9g,230,Gaming,1200,Acer,16GB,Intel Core I7,256GB SSD + 1TB SSD,Nvidia Geforce GTX 980,Windows 10 Home,17.3 inches,1920 x 1080 pixels,Black,8.71 pounds,16.65 x 12.66 x 1.56 inches,1280,,ssd only,1,1200-1600,>17,16-Aug,Windows 10,Unknown,Medium Res,010010000010011010101001011010001,hdd+ssd
"ASUS S510UN-EH76 VIVOBOOK S 15.6"" FULL HD LAPTOP, INTEL CORE I7-8550U, NVIDIA GEFORCE MX150, 8GB RAM, 256GB SSD + 1TB HDD, WINDOWS 10",b0786tpwbp,231,Everyday Use,1200,ASUS,8GB,Intel Core I7,256GB SSD + 1TB SSD,Nvidia Geforce MX150,Windows 10,15.6 inches,1920 x 1080 pixels,Black,3.7 pounds,14.2 x 9.6 x 0.7 inches,1280,,ssd only,1,1200-1600,15-17,16-Aug,Windows 10,Unknown,Medium Res,000010000001011010101001001010001,hdd+ssd
"ASUS ROG G752VT-DH74 17-INCH GAMING LAPTOP, NVIDIA GEFORCE GTX 970M 6 GB VRAM, 24 GB DDR4, 1 TB, 256 GB NVME SSD",b015zg9d74,232,Gaming,1200,ASUS,24GB,Intel Core i5,256GB SSD + 1TB SSD,Nvidia Geforce GTX 970,Windows 10 Home,17.0 inches,1920 x 1080 pixels,Black,8.8 pounds,14 x 9 x 0.7 inches,1280,,ssd only,1,1200-1600,15-17,24-32,Windows 10,Unknown,Medium Res,010010000001100010101001001010000,hdd+ssd
"LENOVO IDEAPAD Y700 17.3"" FULL HD GAMING NOTEBOOK COMPUTER, INTEL CORE I7-6700HQ 2.6GHZ, 16GB RAM, 1TB HDD + 128GB SSD, NVIDIA GEFORCE GTX 960M GDDR5 4GB, WINDOWS 10, BLACK",b01mf73e3e,233,Gaming,1396,Lenovo,16GB,Intel Core I7,128GB SSD + 1TB SSD,Nvidia Geforce GTX 960,Windows 10,17.3 inches,1920 x 1080 pixels,Black,7.72 pounds,16.7 x 12.0 x 1.1 inches,1152,,ssd only,1,1200-1600,>17,16-Aug,Windows 10,Unknown,Medium Res,010010010110011010101001011010001,hdd+ssd
"ASUS ROG Strix G17 (2021) Gaming Laptop, 17.3Â 300Hz IPS Type FHD, NVIDIA GeForce RTX 3070, AMD Ryzen 9 5900HX, 16GB DDR4, 1TB PCIe NVMe SSD, RGB Keyboard, Windows 10, G713QR-ES96",b08sjnpg9h,234,Gaming,1200,ASUS,16GB,AMD Ryzen 9,1TB SSD,Nvidia Geforce RTX 3070,Windows 10,17.3 inches,1920 x 1080 pixels,Eclipse Gray,5.95 pounds,14 x 9 x 0.7 inches,1024,,ssd only,1,1200-1600,>17,16-Aug,Windows 10,High-End GPU,Medium Res,010010000001001010001001011010001,hdd+ssd
"DELL G3779-7934BLK-PUS GAMING LAPTOP 17"" LED DISPLAY - 8TH GEN INTEL CORE I7-8750H, 8GB MEMORY, 128GB SSD+1TB HDD, NVIDIA GEFORCE GTX 1050 TI 4GB, BLACK",b07bxwhsrw,235,Gaming,1200,Dell,8GB,Intel Core I7,128GB SSD + 1TB SSD,Nvidia Geforce GTX 1050,Windows 10 Home,17.3 inches,1920 x 1080 pixels,Black,7.2 pounds,14 x 9 x 0.7 inches,1152,,ssd only,1,1200-1600,>17,16-Aug,Windows 10,Mid-Range GPU,Medium Res,010010001001011010011001011010001,hdd+ssd
"ACER NITRO 5 AN515-58-725A GAMING LAPTOP | INTEL CORE I7-12700H | NVIDIA GEFORCE RTX 3060 GPU | 15.6"" FHD 144HZ 3MS IPS DISPLAY | 16GB DDR4 | 512GB GEN 4 SSD | KILLER WI-FI 6 | RGB KEYBOARD",b09twysvpm,236,Gaming,912,Acer,16GB,Intel Core I7,512GB SSD,Nvidia Geforce RTX 3060,Windows 10 Home,15.6 inches,1920 x 1080 pixels,Black,5.51 pounds,14.19 x 10.67 x 1.06 inches,512,,ssd only,1,800-1000,15-17,16-Aug,Windows 10,High-End GPU,Medium Res,010111000010011010001001001010001,hdd+ssd
"ACER SWIFT X LAPTOP 2023 NEWEST, 14"" FHD DISPLAY, AMD RYZEN 5 5600U PROCESSOR, 8GB RAM, 1TB SSD, NVIDIA GEFORCE RTX 3050 GRAPHICS, BACKLIT KEYBOARD, WIFI6, WINDOWS 11 HOME, GOLD",b089nb3ldc,237,Gaming,930,Acer,8GB,AMD Ryzen 5,512GB SSD + 1TB SSD,Nvidia Geforce RTX 3050,Windows 11 Home,14.0 inches,1920 x 1080 pixels,Gold,3.06 pounds,14 x 9 x 0.7 inches,1536,,ssd only,1,800-1000,13-15,16-Aug,Windows 11,Mid-Range GPU,Medium Res,010111000010000010011010000010001,hdd+ssd
"HP ENVY 17.3-INCH FULL HD IPS TOUCHSCREEN LAPTOP, 7TH INTEL CORE I7-7500U, 16GB DDR4 RAM, 1TB 7200RPM HDD, NVIDIA GEFORCE 940MX, DVD, HDMI, BLUETOOTH, BACKLIT KEYBOARD, WINDOWS 10-SILVER",b01mduiatf,238,Everyday Use,1200,HP,16GB,Intel Core I7,1TB HDD,Nvidia Geforce 940,Windows 10,17.3 inches,1920 x 1080 pixels,Silver,6.75 pounds,16.4 x 11.6 x 1.0 inches,,1024,hdd only,2,1200-1600,>17,16-Aug,Windows 10,Entry-Level GPU,Medium Res,000010010001011001000001011010001,ssd+hdd
"Razer Blade 15 Advanced Gaming Laptop 2020: Intel Core i7-10875H 8-Core, NVIDIA GeForce RTX 2080 Super Max-Q, 15.6Â FHD 300Hz, 16GB RAM, 1TB SSD, CNC Aluminum, Chroma RGB Lighting, Thunderbolt 3",b086m8pqyr,239,Gaming,2249,Razer,16GB,Intel Core I7,1TB SSD,Nvidia Geforce RTX 2080,Windows 10 Home,15.6 inches,1920 x 1080 pixels,Black,9.02 pounds,14 x 9 x 0.7 inches,1024,,ssd only,1,2000-2500,15-17,16-Aug,Windows 10,High-End GPU,Medium Res,010100011100011010001001001010001,hdd+ssd
"OMEN BY HP 2019 17-INCH GAMING LAPTOP, INTEL I7-9750H PROCESSOR, NVIDIA RTX 2080 8 GB, 16 GB RAM, 256 GB SSD & 1 TB HDD, VR READY, WINDOWS 10 HOME (17-CB0050NR, BLACK)",b07t443qpd,240,Gaming,1200,HP,16GB,Intel Core I7,256GB SSD,Nvidia Geforce RTX 2080,Windows 10 Home,17.3 inches,1920 x 1080 pixels,Black,5.0 pounds,14 x 9 x 0.7 inches,256,,ssd only,1,1200-1600,>17,16-Aug,Windows 10,High-End GPU,Medium Res,010010010001011010001001011010001,hdd+ssd
"ASUS ProArt StudioBook 15 Mobile Workstation Laptop, 15.6Â UHD NanoEdge Bezel, Intel Core i7-9750H, 32GB DDR4, 512G+512GB RAID-0 SSD, NVIDIA GeForce RTX 2060, Windows 10 Pro, H500GV-XS76, Star Grey",b086qzhnty,241,Gaming,1200,ASUS,32GB,Intel Core I7,512GB SSD,Nvidia Geforce RTX 2060,Windows 10 Pro,15.6 inches,3840 x 2160 pixels,Black,4.4 pounds,14.2 x 9.9 x 0.8 inches,512,,ssd only,1,1200-1600,15-17,24-32,Windows 10,Mid-Range GPU,High Res,010010000001011010011001001000000,hdd+ssd
"LENOVO THINKPAD P50 20EN 15.6"" NOTEBOOK, 16 GB RAM, 256 GB SSD, NVIDIA QUADRO M2000M, BLACK (20EN001SUS)",b0186jdmow,242,Everyday Use,899,Lenovo,16GB,Intel Core i5,256GB SSD,Nvidia Quadro M2000,Windows 7 Professional,15.6 inches,1920 x 1080 pixels,Black,5.9 pounds,9.9 x 14.9 x 1.1 inches,256,,ssd only,1,800-1000,15-17,16-Aug,Windows 7,Unknown,Medium Res,000111010110100010101011001010001,hdd+ssd
"LG GRAM (2022) 17Z90Q ULTRA LIGHTWEIGHT LAPTOP, 17"" (2560 X 1600) IPS DISPLAY, INTEL I7 1260P CPU, NVIDIA RTX2050 GPU, 32GB RAM, 2TB NVME SSD, FHD WEBCAM, WIFI 6E, THUNDERBOLT 4, WINDOWS 11 PRO, BLACK",b09xgqp82m,243,Gaming,1540,LG,32GB,Intel Core I7,2TB SSD,Nvidia Geforce RTX 2050,Windows 11,17.0 inches,1920 x 1080 pixels,Black,2.98 pounds,14.91 x 10.19 x 0.7 inches,2048,,ssd only,1,1200-1600,15-17,24-32,Windows 11,Unknown,Medium Res,010010010100011010101010001010000,hdd+ssd
"GIGABYTE AERO 15 OLED XD - 15.6"" UHD 4K AMOLED IPS, INTEL CORE I7, NVIDIA GEFORCE RTX 3070 LAPTOP GPU 8GB GDDR6, 16GB RAM, 1TB SSD, WIN11 PRO, CREATOR LAPTOP (AERO 15 OLED XD-73US624SR)",b093z1pwcf,244,Gaming,1156,GIGABYTE,16GB,Intel Core I7,1TB SSD,Nvidia Geforce RTX 3070,Windows 10 Home,15.6 inches,3840 x 2160 pixels,Black,4.4 pounds,9.8 x 14.0 x 0.78 inches,1024,,ssd only,1,1000-1200,15-17,16-Aug,Windows 10,High-End GPU,High Res,010001001101011010001001001000001,hdd+ssd
"CUK GF65 THIN BY MSI 15 INCH GAMING NOTEBOOK (INTEL CORE I7, 64GB RAM, 2TB NVME SSD, NVIDIA GEFORCE GTX 1660 TI 6GB, 15.6"" FHD 120HZ IPS-LEVEL, WINDOWS 10 HOME) GAMER LAPTOP COMPUTER",b07phl249p,245,Gaming,600,MSI,64GB,Intel Core I7,256GB SSD + 2TB SSD,Nvidia Geforce GTX 1660,Windows 10 Home,15.6 inches,1920 x 1080 pixels,Black,4.1 pounds,14.13 x 9.99 x 0.85 inches,2304,,ssd only,1,<800,15-17,>40,Windows 10,Mid-Range GPU,Medium Res,011000011000011010011001001010011,hdd+ssd
"ASUS TUF 15.6"" FHD GAMING LAPTOP COMPUTER, AMD RYZEN 7 3750H QUAD-CORE (BEATS I7-8565U), 8GB DDR4 RAM, 256GB PCIE SSD, NVIDIA GEFORCE GTX 1650 MAX-Q 4GB, WINDOWS 10",b087354fdl,246,Gaming,600,ASUS,8GB,AMD Ryzen 7,256GB SSD,Nvidia Geforce GTX 1650,Windows 10,15.6 inches,1920 x 1080 pixels,Black,5.1 pounds,15.1 x 10.3 x 1.0 inches,256,,ssd only,1,<800,15-17,16-Aug,Windows 10,Mid-Range GPU,Medium Res,011000000001000110011001001010001,hdd+ssd
"2019 HP ENVY 13 LAPTOP COMPUTER/ 13.3"" 4K IPS UHD TOUCHSCREEN/ INTEL QUAD-CORE I7-8565U UP TO 4.6GHZ/ 16GB DDR4/ 1TB PCIE SSD/ 2GB NVIDIA GEFORCE MX250/ AC WIFI/ BLUETOOTH/ WINDOWS 10 HOME (RENEWED)",b07zpp711m,247,Everyday Use,1200,HP,16GB,Intel Core I7,1TB SSD,Nvidia Geforce MX250,Windows 10 Home,13.3 inches,3840 x 2160 pixels,Black,4.24 pounds,13.3 x 8.9 x 0.89 inches,1024,,ssd only,1,1200-1600,13-15,16-Aug,Windows 10,Unknown,High Res,000010010001011010101001000000001,hdd+ssd
"ACER SWIFT X SFX14-41G-R1S6 CREATOR LAPTOP | 14"" FULL HD 100% SRGB | AMD RYZEN 7 5800U | NVIDIA RTX 3050TI GPU | 16GB LPDDR4X | 512GB SSD | WI-FI 6 | BACKLIT KB | AMAZON ALEXA | WINDOWS 10 HOME",b093tk1pxf,248,Gaming,800,Acer,16GB,AMD Ryzen 7,512GB SSD,Nvidia Geforce RTX 3050,Windows 10 Home,14.0 inches,1920 x 1080 pixels,Gold,3.31 pounds,12.71 x 8.35 x 0.7 inches,512,,ssd only,1,800-1000,13-15,16-Aug,Windows 10,Mid-Range GPU,Medium Res,010111000010000110011001000010001,hdd+ssd
"ASUS ROG G752VL-UH71T 17.3-INCH FHD TOUCHSCREEN GAMING LAPTOP (INTEL I7-6700HQ (SKY LAKE), 24GB RAM, 256GB SSD + 1TB HDD DRIVE, NVIDIA GEFORCE GTX 965M, WINDOWS 10), COPPER TITANIUM",b01g43vfby,249,Gaming,1200,ASUS,24GB,Intel Core I7,256GB SSD + 1TB SSD,Nvidia Geforce GTX 965,Windows 10,17.3 inches,1920 x 1080 pixels,Black,9.55 pounds,14 x 9 x 0.7 inches,1280,,ssd only,1,1200-1600,>17,24-32,Windows 10,Unknown,Medium Res,010010000001011010101001011010000,hdd+ssd
ASUS Q551LN-BBI706 15.6IN 2-IN-1 NOTEBOOK PC - INTEL CORE I7-4510U 2.0GHZ 8GB 1TB DVDRW NVIDIA 2GB GT 840M WINDOWS 8.1(RENEWED),b00utkzzre,250,Everyday Use,1200,ASUS,8GB,Intel Core I7,1TB HDD,No Graphics Card,Windows 8.1,15.6 inches,1920 x 1080 pixels,Black,7.4 pounds,14.0 x 9.0 x 0.7 inches,,1024,hdd only,2,1200-1600,15-17,16-Aug,Windows 8,No GPU,Medium Res,000010000001011001100100001010001,ssd+hdd
"DELL I5577-7700BLK-PUS,15.6"" FULL HD GAMING LAPTOP,(7TH GEN INTEL CORE I7 (UP TO 3.8 GHZ),12GB,128GB SSD+ 1TB HDD),NVIDIA GTX 1050 - METAL CHASSIS",b06xvqf486,251,Gaming,1200,Dell,12GB,Intel Core I7,128GB SSD + 1TB SSD,Nvidia Geforce GTX 1050,Windows 10 Home,15.6 inches,1920 x 1080 pixels,Black,5.66 pounds,14 x 9 x 0.7 inches,1152,,ssd only,1,1200-1600,15-17,16-Aug,Windows 10,Mid-Range GPU,Medium Res,010010001001011010011001001010001,hdd+ssd
"ASUS GA502DU - 15.6"" FHD - AMD RYZEN 7 3750H - NVIDIA GTX 1660 TI MAX-Q - 16GB - 512GB SSD",b07rdj8drq,252,Gaming,1079,ASUS,16GB,AMD Ryzen 7,512GB SSD,Nvidia Geforce GTX 1660,Windows 10 Home,15.6 inches,1920 x 1080 pixels,Black,4.63 pounds,14 x 9 x 0.7 inches,512,,ssd only,1,1000-1200,15-17,16-Aug,Windows 10,Mid-Range GPU,Medium Res,010001000001000110011001001010001,hdd+ssd
"ASUS Vivobook Pro 15 OLED Laptop, 15.6Â 2.8K OLED Display, AMD Ryzen 7 6800H Mobile CPU, NVIDIA GeForce RTX 3050 Ti GPU, 16GB RAM, 1TB SSD, Windows 11 Home, Quiet Blue, M6500RE-EB74",b0bfjzhr2b,253,Gaming,1129,ASUS,16GB,AMD Ryzen 7,256GB SSD + 1TB SSD,Nvidia Geforce RTX 3050,Windows 11 Home,15.6 inches,1920 x 1080 pixels,Blue,3.31 pounds,14.0 x 9.0 x 0.7 inches,1280,,ssd only,1,1000-1200,15-17,16-Aug,Windows 11,Mid-Range GPU,Medium Res,010001000001000110011010001010001,hdd+ssd
"2018 HP OMEN 17.3"" GAMING LAPTOP COMPUTER, INTEL CORE I7-6700HQ 2.6GHZ, 12GB RAM, 256GB SSD+1TB HDD, NVIDIA GEFORCE GTX 965M 4GB GDDR5, WINDOWS 10 HOME (RENEWED)",b0773njrvb,254,Gaming,600,HP,12GB,Intel Core I7,256GB SSD + 1TB SSD,Nvidia Geforce GTX 965,Windows 10 Home,17.3 inches,1920 x 1080 pixels,Black,6.28 pounds,14 x 9 x 0.7 inches,1280,,ssd only,1,<800,>17,16-Aug,Windows 10,Unknown,Medium Res,011000010001011010101001011010001,hdd+ssd
"MSI GL65 GAMING LAPTOP: 15.6"" DISPLAY, INTEL CORE I5-10300H, NVIDIA GEFORCE GTX 1650, 16GB RAM, 512GB NVME SSD, WIN10, BLACK (10SCXK-211)",b0912cgy5q,255,Gaming,899,MSI,16GB,Intel Core I5,512GB SSD,Nvidia Geforce GTX 1650,Windows 10 Home,15.6 inches,1920 x 1080 pixels,Black,5.07 pounds,14 x 9 x 0.7 inches,512,,ssd only,1,800-1000,15-17,16-Aug,Windows 10,Mid-Range GPU,Medium Res,010111011000010110011001001010001,hdd+ssd
"RAZER BLADE 14"" QHD+ TOUCHSCREEN GAMING LAPTOP 256GB WITH NVIDIA GEFORCE GTX 970M GRAPHICS-FREE WINDOWS 10 UPGRADE",b00tdenepc,256,Gaming,1299,Razer,16GB,Intel Core i5,256GB SSD,Nvidia Geforce GTX 970,Windows 8.1,14.0 inches,1920 x 1080 pixels,Black,4.47 pounds,14 x 9 x 0.7 inches,256,,ssd only,1,1200-1600,13-15,16-Aug,Windows 8,Unknown,Medium Res,010010011100100010101100000010001,hdd+ssd
"ACER NITRO 5 AN515 LAPTOP: CORE I5-8300H, 15.6INCH FULL HD IPS DISPLAY, 8GB RAM, 256GB SSD, NVIDIA GTX 1050 TI 4GB GRAPHICS",b07c715knt,257,Gaming,800,Acer,8GB,Intel Core I5,256GB SSD,Nvidia Geforce GTX 1050,Windows 10 Home,15.6 inches,1920 x 1080 pixels,Black,5.95 pounds,15.4 x 10.5 x 1.1 inches,256,,ssd only,1,800-1000,15-17,16-Aug,Windows 10,Mid-Range GPU,Medium Res,010111000010010110011001001010001,hdd+ssd
"ASUS ROG Strix G15 (2020) Gaming Laptop, 15.6Â 144Hz FHD IPS Type Display, NVIDIA GeForce RTX 2060, Intel Core i7-10750H, 16GB DDR4, 512GB PCIe NVMe SSD, RGB Keyboard, Windows 10 Home, G512LV-ES74",b0865jlxgg,258,Gaming,1089,ASUS,16GB,Intel Core I7,512GB SSD,Nvidia Geforce RTX 2060,Windows 10 Home,15.6 inches,1920 x 1080 pixels,Black,5.28 pounds,14.2 x 10.8 x 1.0 inches,512,,ssd only,1,1000-1200,15-17,16-Aug,Windows 10,Mid-Range GPU,Medium Res,010001000001011010011001001010001,hdd+ssd
"HP SPECTRE X360 15T 2020 I7-10750H HEXACORE, 16 GB RAM, 512 GB SSD, NVIDIA GTX 1650TI 4GB GRAPHICS, 15.6 4K TOUCH, WI-FI 6, WIN 10 PRO, NIGHTFALL BLACK, STYLUS, 64 GB TECH WAREHOUSE FLASH DRIVE",b08cd4t37y,259,Gaming,600,HP,64GB,Intel Core i5,256GB SSD,No Graphics Card,Windows 10 Home,15.6 inches,1920 x 1080 pixels,Black,3.31 pounds,14.0 x 9.0 x 0.7 inches,256,,ssd only,1,<800,15-17,>40,Windows 10,No GPU,Medium Res,011000010001100010100001001010011,hdd+ssd
"HP 2021 PAVILION 15.6"" FHD GAMING LAPTOP COMPUTER, 9TH GEN INTEL CORE I5-9300H, 32GB RAM, 2TB HDD+2TB SSD, BACKLIT KB, B&O AUDIO, HD WEBCAM, NVIDIA GEFORCE GTX 1650, WINDOWS 10, BLACK, 32GB USB CARD",b086bry7m7,260,Gaming,1049,HP,32GB,Intel Core I5,2TB SSD,Nvidia Geforce GTX 1650,Windows 10,15.6 inches,1920 x 1080 pixels,Black,4.92 pounds,14.17 x 10.08 x 0.92 inches,2048,,ssd only,1,1000-1200,15-17,24-32,Windows 10,Mid-Range GPU,Medium Res,010001010001010110011001001010000,hdd+ssd
"ASUS ROG ZEPHYRUS DUO GAMING LAPTOP, 15.6"" UHD 4K GSYNC + SECONDARY DISPLAY, CORE I9-10980HK, NVIDIA GEFORCE RTX 2080 SUPER, 32GB DDR4, 2TB RAID 0, THUNDERBOLT 3, WI-FI 6, WIN10 PRO, GX550LXS-XS99",b0876ly1wd,261,Gaming,1200,ASUS,32GB,Intel Core I9,2TB SSD,Nvidia Geforce RTX 2080,Windows 10 Home,15.6 inches,3840 x 2160 pixels,Black,5.51 pounds,14.2 x 10.6 x 0.82 inches,2048,,ssd only,1,1200-1600,15-17,24-32,Windows 10,High-End GPU,High Res,010010000001011110001001001000000,hdd+ssd
